address,name,mode,confidence
0x0801F9E8,FUN_0801f9e8,thumb,direct-call+exact-body
0x0801FAB0,FUN_0801fab0,thumb,direct-call+exact-body
0x0801FB60,FUN_0801fb60,thumb,direct-call+exact-body
0x0801FB94,FUN_0801fb94,thumb,direct-call+exact-body
0x0801FBA0,FUN_0801fba0,thumb,direct-call+exact-body
0x0801FBD8,FUN_0801fbd8,thumb,direct-call+exact-body
0x0801FBFC,FUN_0801fbfc,thumb,direct-call+exact-body
0x0801FC30,FUN_0801fc30,thumb,direct-call+exact-body
0x0801FC54,FUN_0801fc54,thumb,rom-pointer+direct-call+exact-body
0x0801FC60,FUN_0801fc60,thumb,direct-call+exact-body
0x0801FCD8,FUN_0801fcd8,thumb,direct-call+exact-body
0x0801FD18,FUN_0801fd18,thumb,direct-call+exact-body
0x0801FDA0,FUN_0801fda0,thumb,direct-call+exact-body
0x0801FED8,FUN_0801fed8,thumb,direct-call+exact-body
0x0801FF30,FUN_0801ff30,thumb,direct-call+exact-body
0x0801FFA4,FUN_0801ffa4,thumb,direct-call+exact-body
0x0801FFE4,FUN_0801ffe4,thumb,recovered-unreferenced+exact-body
0x08020028,FUN_08020028,thumb,rom-pointer-corrected-entry+exact-body
0x08020034,FUN_08020034,thumb,structured-entry+return+exact-body
0x08020074,FUN_08020074,thumb,structured-entry+return+exact-body
0x080200BC,FUN_080200bc,thumb,direct-call+exact-body
0x080200D8,FUN_080200d8,thumb,direct-call+exact-body
0x080200F8,FUN_080200f8,thumb,rom-pointer-corrected-entry+exact-body
0x08020134,FUN_08020134,thumb,direct-call+exact-body
0x08020144,FUN_08020144,thumb,direct-call+exact-body
0x08020160,FUN_08020160,thumb,direct-call+exact-body
0x08020198,FUN_08020198,thumb,direct-call+exact-body
0x080201F8,FUN_080201f8,thumb,direct-call+exact-body
0x0802021C,FUN_0802021c,thumb,direct-call+exact-body
0x08020244,FUN_08020244,thumb,direct-call+exact-body
0x08020360,FUN_08020360,thumb,direct-call+exact-body
0x0802036C,FUN_0802036c,thumb,direct-call+exact-body
0x080203A4,FUN_080203a4,thumb,recursive-disassembly+exact-body
0x08020408,FUN_08020408,thumb,direct-call+exact-body
0x08020440,FUN_08020440,thumb,direct-call+exact-body
0x0802047C,FUN_0802047c,thumb,direct-call+exact-body
0x080204B8,FUN_080204b8,thumb,direct-call+exact-body
0x08020500,FUN_08020500,thumb,direct-call+exact-body
0x080205D0,FUN_080205d0,thumb,direct-call+exact-body
0x0802067C,FUN_0802067c,thumb,direct-call+exact-body
0x080206EC,FUN_080206ec,thumb,direct-call+exact-body
0x08020774,FUN_08020774,thumb,direct-call+exact-body
0x080207EC,FUN_080207ec,thumb,direct-call+exact-body
0x08020840,FUN_08020840,thumb,direct-call+exact-body
0x08020898,FUN_08020898,thumb,direct-call+exact-body
0x080208EC,FUN_080208ec,thumb,direct-call+exact-body
0x08020944,FUN_08020944,thumb,direct-call+exact-body
0x08020978,FUN_08020978,thumb,direct-call+exact-body
0x08020AD0,FUN_08020ad0,thumb,direct-call+exact-body
0x08020B74,FUN_08020b74,thumb,direct-call+exact-body
0x08020C22,FUN_08020c22,thumb,rom-pointer+exact-body
0x08020D20,FUN_08020d20,thumb,sequential-prologue+complete-control-flow
0x08020E28,FUN_08020e28,thumb,sequential-prologue+complete-control-flow+exact-body
0x08020ECC,FUN_08020ecc,thumb,direct-call+exact-body
0x08020F18,FUN_08020f18,thumb,direct-call+exact-body
0x08020F64,FUN_08020f64,thumb,direct-call+exact-body
0x08020F78,FUN_08020f78,thumb,recursive-disassembly+exact-body
0x08020FAC,FUN_08020fac,thumb,direct-call+exact-body
0x08020FBC,FUN_08020fbc,thumb,recursive-disassembly+exact-body
0x08021000,FUN_08021000,thumb,direct-call+exact-body
0x08021050,FUN_08021050,thumb,recursive-disassembly+exact-body
0x080210D8,FUN_080210d8,thumb,direct-call+exact-body
0x080210F8,FUN_080210f8,thumb,recursive-disassembly+exact-body
0x0802110C,FUN_0802110c,thumb,direct-call+exact-body
0x08021128,FUN_08021128,thumb,direct-call+exact-body
0x08021180,FUN_08021180,thumb,direct-call+exact-body
