address,end
0x08039dd8,0x08039E1A
0x08039e20,0x08039F52
0x08039fd0,0x08039FDE
0x08039fe0,0x0803A0DA
0x0803a0f8,0x0803A24A
0x0803a260,0x0803A3AE
0x0803a3b8,0x0803A408
0x0803a428,0x0803A474
0x0803a478,0x0803A4B8
0x0803a4bc,0x0803A9D6
0x0803a9dc,0x0803ADFE
0x0803ae04,0x0803B332
0x0803b3c4,0x0803B454
0x0803b478,0x0803B502
0x0803b53c,0x0803B54A
0x0803b54c,0x0803B572
0x0803b588,0x0803B59A
0x0803b5a8,0x0803B5C8
0x0803b5dc,0x0803B636
0x0803b63c,0x0803B68A
0x0803b694,0x0803B696
0x0803b698,0x0803B69A
0x0803b69c,0x0803B754
0x0803b764,0x0803B81C
0x0803b82c,0x0803BAAE
0x0803bac0,0x0803BB02
0x0803bb08,0x0803BB26
0x0803bb34,0x0803BB4A
0x0803bb54,0x0803BB78
0x0803bb7c,0x0803BBBA
0x0803bbc4,0x0803BBE2
0x0803bbf0,0x0803BC06
0x0803bc10,0x0803BC34
0x0803bc38,0x0803BC66
0x0803bc70,0x0803BCD6
0x0803bcdc,0x0803BD04
0x0803bd0c,0x0803BD4C
0x0803bd5c,0x0803BD84
0x0803bd8c,0x0803BDFE
0x0803be04,0x0803BE40
0x0803be50,0x0803BE92
0x0803bea8,0x0803BEEE
0x0803bef0,0x0803BF50
0x0803bf68,0x0803BFB6
0x0803bfcc,0x0803C378
0x0803c378,0x0803C7CC
0x0803c844,0x0803C852
0x0803c854,0x0803C8DE
0x0803c8e8,0x0803C9B8
0x0803c9c0,0x0803CA8C
0x0803caa4,0x0803CB16
0x0803cb1c,0x0803CB34
0x0803cb38,0x0803CB50
0x0803cb54,0x0803CB62
0x0803cb64,0x0803CF6A
0x0803cf9c,0x0803CFAA
0x0803cfac,0x0803D02E
0x0803d034,0x0803D100
0x0803d100,0x0803D11E
0x0803d128,0x0803D160
0x0803d168,0x0803D198
0x0803d1a0,0x0803D3EA
0x0803d408,0x0803D4FC
0x0803d510,0x0803D62C
0x0803d63c,0x0803D736
0x0803d748,0x0803D80E
0x0803d860,0x0803DCC2
0x0803dd14,0x0803E170
0x0803e1b0,0x0803E6C8
0x0803e6e8,0x0803E73A
0x0803e74c,0x0803E79A
0x0803e7a8,0x0803E8CE
0x0803e8d8,0x0803E9CA
0x0803ec00,0x0803EC40
0x0803edee,0x0803EE08
0x0803ee0a,0x0803EE4A
0x0803ef02,0x0803F08C
0x0803f0c8,0x0803F2EA
0x0803f474,0x0803F4A6
0x0803f510,0x0803F66E
0x0803f6a4,0x0803F7B4
0x0803f7cc,0x0803F810
0x0803f81c,0x0803F8DC
0x0803f8dc,0x0803F9F4
0x0803f9fe,0x0803FA84
0x0803fa90,0x0803FB2C
0x0803fb2c,0x0803FD2A
0x0803fd4c,0x0803FD96
0x0803fd9c,0x0803FE90
0x0803fe98,0x0803FF8E
0x0803ff98,0x0803FFFC
0x0803fffc,0x08040040
0x08040044,0x08040176
0x08040198,0x0804029C
0x080402a0,0x080402B0
0x080402b0,0x0804031A
0x08040328,0x08040334
0x0804033c,0x0804035C
0x08040360,0x080403A2
0x080403ac,0x080403B8
0x080403c0,0x08040402
0x08040408,0x08040460
0x08040460,0x08040468
0x08040470,0x080404CA
0x080404ec,0x08040518
0x0804051c,0x08040568
0x08040578,0x080405A0
0x080405a8,0x080405DA
0x080405e8,0x080405F0
0x080405f4,0x0804061A
0x08040624,0x08040656
0x08040684,0x08040692
0x08040698,0x080406AE
0x080406b4,0x080406C8
0x080406d4,0x08040756
0x08040758,0x08040A0E
0x08040a0e,0x08040B52
0x08040b6c,0x08040BE2
0x08040bec,0x08040C92
0x08040c9c,0x08040D4E
0x08040d6c,0x08040E6A
0x08040e6c,0x08040E8C
0x08040f00,0x08040F32
0x08040ff2,0x08041076
0x08041110,0x080411CA
0x080411fc,0x080412B0
0x080412dc,0x08041442
0x08041458,0x0804152E
0x0804155c,0x080417FA
0x08041808,0x08041858
0x08041860,0x08041904
0x08041920,0x080419BC
0x080419d4,0x08041A70
0x08041a88,0x08041B98
0x08041bac,0x08041C0C
0x08041c14,0x08041D0C
0x08041d0c,0x08041E18
0x08041e2c,0x08041F24
0x08041f24,0x08041F7E
0x08041f84,0x08042044
0x08042044,0x080420C2
0x080420dc,0x08042176
0x08042180,0x08042232
0x0804224c,0x080422F0
0x0804230c,0x080427F4
0x0804280c,0x080428BC
0x080428d0,0x08042EA8
0x08042ea8,0x08043640
0x08043640,0x080436A4
0x080436ac,0x08043A24
0x08043a3c,0x08043CDC
0x08043cf8,0x08043D74
0x08043d74,0x08043D9C
0x08043dac,0x08043E08
0x08043e28,0x08043E3A
0x08043e44,0x08043E58
0x08043e5c,0x08043E5E
0x08043e60,0x08043EA0
0x08043ea0,0x08043EE4
0x08043ee4,0x08043EFC
0x08043f00,0x08043F24
0x08043f2c,0x08043F74
0x08043f7c,0x08043FB6
0x08043fc0,0x080440DE
0x080440e4,0x08044916
0x08044918,0x0804541A
0x0804542c,0x080454B2
0x080454d0,0x0804558E
0x08045590,0x08045634
0x08045644,0x080457D2
0x080457f0,0x08045830
0x08045840,0x08045926
0x08045928,0x080459F2
0x08045a00,0x08045A4E
0x08045a5c,0x08045B14
0x08045b1c,0x08045D22
0x08045d30,0x08045DDA
0x08045df0,0x0804609A
0x080460ac,0x08046192
0x080461b4,0x080462B4
0x080462c8,0x080463D6
0x080463f4,0x08046534
0x08046538,0x08046664
0x0804666c,0x08046908
0x08046918,0x0804698C
0x08046998,0x08046A16
0x08046a18,0x08046AA2
0x08046aa4,0x08046AF8
0x08046af8,0x08046BC0
0x08046bc4,0x08046F00
0x08046f00,0x080470BA
0x080470e4,0x080471D6
0x080471dc,0x0804724C
0x08047258,0x08047372
0x08047384,0x0804743E
0x08047448,0x080475CA
0x080475dc,0x080476D8
0x080476e0,0x080477B6
0x080477c0,0x08047852
0x0804785c,0x080478BE
0x080478c8,0x0804793E
0x08047948,0x080479F8
0x08047a00,0x08047AC4
0x08047acc,0x08047B3E
0x08047b40,0x08047BD6
0x08047bd8,0x08047C2E
0x08047c30,0x08047D12
0x08047d1c,0x08047EB6
0x08047ec4,0x08047F0C
0x08047f20,0x08047F6C
0x08047f7c,0x08047FB6
0x08047fc0,0x08047FDC
0x08047fe4,0x0804800C
0x08048014,0x08048072
0x08048074,0x080480D2
0x080480d4,0x0804813E
0x08048148,0x0804817A
0x08048184,0x080481BE
0x080481c8,0x080481F8
0x08048200,0x08048256
0x0804825c,0x08048280
0x08048284,0x0804829E
0x080482a8,0x080482AE
0x080482b4,0x080482CA
0x080482d0,0x080482E2
0x080482e8,0x080482FA
0x08048300,0x0804832A
0x0804833c,0x08048340
0x0804834c,0x080483B6
0x080483d0,0x0804876E
0x0804876e,0x08048770
0x08048774,0x0804878A
0x0804878c,0x080487AC
0x080487ac,0x080487DA
0x080487dc,0x080487F2
0x080487f4,0x080487F6
0x080487f6,0x0804880C
0x08048810,0x08048812
0x08048812,0x0804881A
0x0804881c,0x0804883C
0x0804883c,0x08048856
0x08048858,0x0804886C
0x0804886c,0x0804889A
0x0804889c,0x080488A6
0x080488a8,0x080488BC
0x080488bc,0x080488CE
0x080488d0,0x080488FE
0x08048900,0x08048912
0x08048914,0x08048928
0x08048928,0x0804893C
0x0804893c,0x0804894E
0x08048950,0x0804895A
0x0804895c,0x08048974
0x08048974,0x08048988
0x08048988,0x0804899C
0x080489a0,0x08048BF8
0x08048bf8,0x08048BFA
0x08048c08,0x08048C46
0x08048c4c,0x08048C7C
0x08048c7c,0x08048E72
0x08048e7c,0x08048EBC
0x08048ebc,0x08048ED6
0x08048ed8,0x08048EE2
0x08048ee4,0x08048EF6
0x08048ef8,0x08048F0A
0x08048f0c,0x08048F68
0x08048f74,0x08048F8C
0x08048f94,0x08048FB2
0x08048fb8,0x0804900C
0x08049030,0x0804903A
0x0804903c,0x08049060
0x08049068,0x080490B2
0x080490b4,0x08049108
0x08049108,0x08049132
0x0804913c,0x08049166
0x08049170,0x08049194
0x0804919c,0x080491A6
0x080491a8,0x080491CC
0x080491d4,0x080491E2
0x080491e4,0x08049200
0x08049208,0x0804922C
0x08049234,0x08049296
0x0804929c,0x08049364
0x080493b4,0x080493B8
0x080493b8,0x080493C6
0x080493cc,0x080493DA
0x080493e0,0x08049498
0x080494d8,0x08049530
0x08049544,0x080495CC
0x080495d8,0x08049624
0x0804962c,0x08049690
0x080496ac,0x08049706
0x08049724,0x08049786
0x080497a4,0x0804980E
0x0804981c,0x080498FA
0x08049900,0x0804993C
0x08049940,0x08049A08
0x08049a08,0x08049ABA
0x08049abc,0x08049B5C
0x08049b64,0x08049BB4
0x08049bb8,0x08049C1E
0x08049c20,0x0804A0A0
0x0804a0a0,0x0804A0C0
0x0804a0c4,0x0804A128
0x0804a12c,0x0804A19C
0x0804a1a0,0x0804A204
0x0804a208,0x0804A22C
0x0804a22c,0x0804A29A
0x0804a2a0,0x0804A30E
0x0804a314,0x0804A46C
0x0804a46c,0x0804A486
0x0804a48c,0x0804A49A
0x0804a4a0,0x0804A4D6
0x0804a4e8,0x0804A4FA
0x0804a4fc,0x0804A50E
0x0804a510,0x0804A522
0x0804a524,0x0804A536
0x0804a538,0x0804A54A
0x0804a54c,0x0804A558
0x0804a558,0x0804A564
0x0804a564,0x0804A576
0x0804a578,0x0804A58A
0x0804a58c,0x0804A58E
